Whitestone, Alaska			
Latitude: 64 deg 9.6 N, Longitude: 145 deg 52.9 W, Elevation: 310 meters			
Source: Alaska Energy Authority (www.akenergyauthority.org/programwind.html)			
Wind speed measurements are in meters per second.  Direction is degrees from True North.			
			
Timestamp	Spd (30m height)	Spd (20m height)	Dir
11/18 0:00	4.22	3.27	281
11/18 1:00	2.29	1.78	288
11/18 2:00	2.40	1.91	308
11/18 3:00	2.82	2.30	280
11/18 4:00	3.07	2.58	275
11/18 5:00	2.61	2.22	271
11/18 6:00	2.09	1.79	254
11/18 7:00	4.72	4.01	252
11/18 8:00	10.23	8.75	278
11/18 9:00	6.67	5.75	275
11/18 10:00	6.65	5.76	267
11/18 11:00	2.64	2.28	284
11/18 12:00	7.79	6.72	240
11/18 13:00	3.20	2.74	207
11/18 14:00	2.68	2.27	191
11/18 15:00	2.48	2.05	167
11/18 16:00	2.21	1.78	127
11/18 17:00	3.30	2.62	145
11/18 18:00	6.63	5.18	157
11/18 19:00	6.57	5.14	250
11/18 20:00	6.65	5.20	83
11/18 21:00	2.03	1.56	301
11/18 22:00	2.27	1.76	107
11/18 23:00	8.04	6.22	354
11/19 0:00	15.22	11.80	322
11/19 1:00	10.06	7.83	274
11/19 2:00	4.93	3.94	277
11/19 3:00	2.92	2.37	276
11/19 4:00	1.33	1.12	273
11/19 5:00	4.45	3.80	274
11/19 6:00	3.22	2.75	264
11/19 7:00	3.69	3.14	258
11/19 8:00	8.87	7.59	243
11/19 9:00	13.70	11.83	194
11/19 10:00	12.49	10.81	74
11/19 11:00	15.56	13.46	354
11/19 12:00	6.17	5.32	6
11/19 13:00	3.19	2.73	13
11/19 14:00	4.03	3.40	349
11/19 15:00	12.14	10.07	358
11/19 16:00	1.98	1.61	344
11/19 17:00	2.36	1.86	357
11/19 18:00	3.05	2.38	36
11/19 19:00	2.66	2.08	94
11/19 20:00	3.07	2.40	199
11/19 21:00	2.20	1.70	125
11/19 22:00	3.08	2.38	88
11/19 23:00	5.47	4.23	45
11/20 0:00	2.68	2.08	350
11/20 1:00	3.48	2.71	294
11/20 2:00	3.56	2.82	326
11/20 3:00	2.14	1.76	329
11/20 4:00	1.90	1.59	3
11/20 5:00	11.16	9.51	331
11/20 6:00	9.90	8.45	308
11/20 7:00	14.39	12.25	329
11/20 8:00	11.98	10.24	340
11/20 9:00	12.03	10.38	290
11/20 10:00	6.01	5.20	212
11/20 11:00	3.83	3.31	245
11/20 12:00	9.70	8.35	253
11/20 13:00	14.60	12.50	211
11/20 14:00	9.81	8.30	177
11/20 15:00	4.33	3.60	160
11/20 16:00	2.64	2.14	172
11/20 17:00	2.42	1.92	176
11/20 18:00	3.07	2.41	180
11/20 19:00	2.96	2.32	194
11/20 20:00	4.28	3.35	172
11/20 21:00	2.17	1.67	67
11/20 22:00	4.93	3.82	21
11/20 23:00	3.22	2.50	309
11/21 0:00	2.11	1.63	297
11/21 1:00	2.49	1.94	275
11/21 2:00	2.33	1.86	275
11/21 3:00	4.36	3.56	285
11/21 4:00	2.46	2.05	281
11/21 5:00	1.56	1.33	280
11/21 6:00	3.18	2.71	287
11/21 7:00	4.62	3.93	299
11/21 8:00	6.45	5.52	298
11/21 9:00	10.72	9.24	338
11/21 10:00	13.42	11.62	329
11/21 11:00	13.34	11.55	299
11/21 12:00	7.62	6.57	283
11/21 13:00	8.19	7.01	267
11/21 14:00	2.91	2.45	294
11/21 15:00	4.47	3.71	280
11/21 16:00	2.62	2.11	269
11/21 17:00	3.90	3.10	292
11/21 18:00	2.58	2.02	303
11/21 19:00	3.23	2.53	298
11/21 20:00	6.10	4.77	291
11/21 21:00	8.82	6.80	295
11/21 22:00	3.30	2.55	337
11/21 23:00	2.31	1.79	339
11/22 0:00	3.09	2.39	357
11/22 1:00	4.72	3.68	358
11/22 2:00	4.81	3.84	41
11/22 3:00	2.42	1.98	53
11/22 4:00	1.39	1.15	56
11/22 5:00	2.02	1.72	63
11/22 6:00	5.77	4.92	35
11/22 7:00	7.41	6.31	43
11/22 8:00	4.67	4.00	10
11/22 9:00	5.04	4.35	348
11/22 10:00	12.22	10.58	138
11/22 11:00	7.99	6.92	115
11/22 12:00	5.91	5.09	38
11/22 13:00	5.09	4.36	279
11/22 14:00	4.99	4.22	288
11/22 15:00	5.14	4.25	325
11/22 16:00	3.42	2.77	316
11/22 17:00	2.80	2.22	304
11/22 18:00	7.13	5.57	319
11/22 19:00	6.33	4.95	9
11/22 20:00	11.67	9.13	13
11/22 21:00	11.77	9.07	352
11/22 22:00	8.45	6.53	14
11/22 23:00	3.93	3.05	47
11/23 0:00	2.45	1.90	28
11/23 1:00	1.59	1.24	16
11/23 2:00	1.69	1.36	19
11/23 3:00	1.97	1.61	28
11/23 4:00	2.70	2.25	155
11/23 5:00	6.41	5.46	180
11/23 6:00	7.69	6.56	96
11/23 7:00	5.95	5.07	69
11/23 8:00	3.02	2.58	66
11/23 9:00	5.83	5.03	110
11/23 10:00	3.93	3.40	122
11/23 11:00	2.11	1.83	224
11/23 12:00	2.70	2.33	113
11/23 13:00	3.63	3.10	119
11/23 14:00	6.41	5.41	117
11/23 15:00	5.70	4.73	78
11/23 16:00	2.01	1.62	84
11/23 17:00	2.84	2.25	83
11/23 18:00	6.69	5.23	5
11/23 19:00	7.46	5.84	347
11/23 20:00	2.99	2.34	348
11/23 21:00	3.07	2.36	347
11/23 22:00	4.07	3.15	335
11/23 23:00	15.17	11.74	273
11/24 0:00	7.75	6.01	265
11/24 1:00	4.07	3.17	260
11/24 2:00	5.65	4.52	221
11/24 3:00	4.80	3.91	244
11/24 4:00	2.68	2.25	268
11/24 5:00	3.66	3.11	284
11/24 6:00	1.44	1.23	290
11/24 7:00	1.97	1.68	269
11/24 8:00	2.82	2.41	260
11/24 9:00	2.23	1.92	266
11/24 10:00	3.54	3.06	200
11/24 11:00	3.81	3.29	210
11/24 12:00	2.63	2.27	205
11/24 13:00	3.74	3.20	189
11/24 14:00	3.63	3.07	195
11/24 15:00	6.28	5.20	190
11/24 16:00	1.94	1.57	179
11/24 17:00	4.85	3.84	164
11/24 18:00	6.17	4.81	177
11/24 19:00	3.11	2.44	180
11/24 20:00	2.81	2.20	200
11/24 21:00	3.50	2.70	190
11/24 22:00	11.29	8.74	205
11/24 23:00	12.59	9.74	211
11/25 0:00	4.29	3.33	238
11/25 1:00	4.37	3.40	310
11/25 2:00	4.48	3.56	16
11/25 3:00	1.98	1.61	62
11/25 4:00	4.04	3.39	238
11/25 5:00	5.07	4.32	264
11/25 6:00	2.67	2.28	305
11/25 7:00	5.46	4.65	305
11/25 8:00	2.26	1.94	290
11/25 9:00	3.33	2.88	305
11/25 10:00	1.65	1.42	294
11/25 11:00	2.06	1.78	291
11/25 12:00	14.85	12.80	278
11/25 13:00	18.26	15.63	275
11/25 14:00	14.25	12.06	279
11/25 15:00	11.74	9.73	288
11/25 16:00	7.23	5.84	279
11/25 17:00	1.95	1.55	273
11/25 18:00	2.86	2.23	256
11/25 19:00	1.95	1.53	17
11/25 20:00	3.51	2.75	0
11/25 21:00	3.52	2.72	309
11/25 22:00	3.45	2.67	275
11/25 23:00	4.68	3.62	291
11/26 0:00	2.54	1.97	322
11/26 1:00	1.49	1.16	322
11/26 2:00	2.46	1.95	314
11/26 3:00	2.13	1.74	327
11/26 4:00	2.61	2.19	326
11/26 5:00	2.18	1.86	324
11/26 6:00	1.73	1.48	286
11/26 7:00	3.64	3.10	321
11/26 8:00	5.85	5.00	341
11/26 9:00	4.04	3.48	332
11/26 10:00	4.38	3.79	324
11/26 11:00	9.53	8.25	313
11/26 12:00	9.73	8.38	273
11/26 13:00	3.70	3.17	284
11/26 14:00	2.72	2.30	285
11/26 15:00	2.68	2.22	289
11/26 16:00	4.77	3.84	287
11/26 17:00	2.29	1.82	273
11/26 18:00	3.00	2.34	248
11/26 19:00	4.40	3.44	256
11/26 20:00	10.81	8.46	249
11/26 21:00	3.95	3.05	274
11/26 22:00	5.98	4.62	248
11/26 23:00	3.38	2.62	238
11/27 0:00	2.77	2.15	261
11/27 1:00	3.18	2.47	269
11/27 2:00	6.67	5.31	253
11/27 3:00	1.78	1.45	284
11/27 4:00	2.22	1.85	45
11/27 5:00	2.16	1.84	39
11/27 6:00	2.21	1.89	244
11/27 7:00	5.19	4.42	190
11/27 8:00	13.61	11.65	187
11/27 9:00	12.99	11.20	213
11/27 10:00	10.84	9.38	207
11/27 11:00	7.63	6.60	256
11/27 12:00	6.94	5.99	198
11/27 13:00	7.58	6.48	189
11/27 14:00	2.52	2.13	238
11/27 15:00	7.01	5.81	294
11/27 16:00	7.47	6.03	273
11/27 17:00	4.53	3.59	235
11/27 18:00	2.42	1.89	266
11/27 19:00	5.40	4.22	265
11/27 20:00	2.26	1.76	282
11/27 21:00	3.30	2.54	298
11/27 22:00	3.57	2.76	288
11/27 23:00	3.86	2.99	311
11/28 0:00	8.93	6.93	309
11/28 1:00	1.99	1.55	299
11/28 2:00	4.81	3.85	306
11/28 3:00	6.38	5.21	309
11/28 4:00	6.87	5.76	311
11/28 5:00	5.17	4.40	303
11/28 6:00	1.90	1.62	271
11/28 7:00	2.54	2.16	248
11/28 8:00	2.95	2.52	255
11/28 9:00	2.56	2.21	252
11/28 10:00	1.92	1.67	226
11/28 11:00	2.69	2.33	261
11/28 12:00	5.09	4.38	255
11/28 13:00	3.16	2.71	263
11/28 14:00	4.45	3.76	265
11/28 15:00	3.13	2.60	273
11/28 16:00	3.33	2.69	236
11/28 17:00	2.16	1.71	183
11/28 18:00	2.70	2.11	153
11/28 19:00	4.04	3.16	173
11/28 20:00	7.23	5.66	221
11/28 21:00	12.43	9.57	252
11/28 22:00	3.87	3.00	206
11/28 23:00	4.94	3.83	194
11/29 0:00	6.26	4.86	186
11/29 1:00	5.90	4.59	180
11/29 2:00	2.03	1.62	118
11/29 3:00	3.18	2.60	74
11/29 4:00	5.05	4.24	91
11/29 5:00	4.91	4.18	78
11/29 6:00	4.89	4.17	32
11/29 7:00	10.31	8.77	34
11/29 8:00	7.99	6.84	28
11/29 9:00	4.47	3.86	43
11/29 10:00	6.49	5.62	12
11/29 11:00	7.41	6.41	341
11/29 12:00	3.43	2.96	11
11/29 13:00	4.65	3.98	24
11/29 14:00	2.74	2.31	43
11/29 15:00	1.46	1.21	59
11/29 16:00	2.59	2.09	46
11/29 17:00	2.77	2.19	103
11/29 18:00	3.03	2.37	163
11/29 19:00	2.51	1.96	164
11/29 20:00	2.61	2.04	165
11/29 21:00	3.01	2.31	174
11/29 22:00	4.20	3.24	188
11/29 23:00	7.93	6.14	219
11/30 0:00	9.04	7.01	250
11/30 1:00	2.02	1.57	216
11/30 2:00	4.08	3.25	182
11/30 3:00	5.51	4.49	69
11/30 4:00	1.62	1.36	24
11/30 5:00	4.34	3.70	9
11/30 6:00	7.28	6.20	340
11/30 7:00	3.47	2.95	39
11/30 8:00	3.99	3.41	5
11/30 9:00	3.43	2.96	16
11/30 10:00	2.63	2.27	22
11/30 11:00	3.41	2.95	260
11/30 12:00	2.15	1.85	21
11/30 13:00	3.05	2.61	360
11/30 14:00	5.17	4.37	81
11/30 15:00	4.78	3.97	41
11/30 16:00	1.40	1.13	24
11/30 17:00	2.15	1.70	57
11/30 18:00	3.09	2.42	143
11/30 19:00	2.51	1.96	336
11/30 20:00	3.08	2.41	28
11/30 21:00	2.28	1.75	300
11/30 22:00	3.27	2.53	232
11/30 23:00	5.89	4.56	44
12/1 0:00	5.07	3.93	13
12/1 1:00	3.99	3.10	335
12/1 2:00	2.40	1.92	258
12/1 3:00	1.22	0.99	196
12/1 4:00	2.49	2.09	240
12/1 5:00	3.77	3.21	259
12/1 6:00	4.06	3.47	192
12/1 7:00	3.46	2.95	158
12/1 8:00	5.52	4.72	138
12/1 9:00	5.64	4.87	182
12/1 10:00	4.98	4.31	207
12/1 11:00	5.85	5.06	159
12/1 12:00	10.60	9.14	106
12/1 13:00	8.54	7.30	176
12/1 14:00	12.27	10.37	137
12/1 15:00	19.84	16.44	153
12/1 16:00	18.58	14.98	147
12/1 17:00	13.37	10.60	154
12/1 18:00	8.99	7.03	105
12/1 19:00	5.71	4.46	98
12/1 20:00	4.24	3.32	100
12/1 21:00	5.88	4.53	42
12/1 22:00	7.89	6.09	58
12/1 23:00	6.74	5.22	70
12/2 0:00	4.78	3.71	61
12/2 1:00	5.40	4.20	41
12/2 2:00	4.71	3.76	31
12/2 3:00	6.01	4.91	41
12/2 4:00	9.05	7.58	52
12/2 5:00	12.30	10.47	63
12/2 6:00	13.13	11.20	297
12/2 7:00	8.06	6.86	4
12/2 8:00	4.73	4.05	40
12/2 9:00	1.88	1.62	53
12/2 10:00	2.04	1.76	48
12/2 11:00	6.89	5.96	28
12/2 12:00	11.59	9.99	8
12/2 13:00	13.45	11.52	9
12/2 14:00	8.52	7.20	350
12/2 15:00	1.94	1.61	327
12/2 16:00	3.40	2.74	332
12/2 17:00	3.86	3.06	342
12/2 18:00	1.77	1.38	100
12/2 19:00	2.73	2.14	113
12/2 20:00	3.66	2.86	122
12/2 21:00	1.93	1.49	129
12/2 22:00	2.78	2.15	154
12/2 23:00	4.40	3.41	139
12/3 0:00	3.58	2.78	22
12/3 1:00	3.36	2.61	6
12/3 2:00	1.47	1.17	4
12/3 3:00	3.24	2.65	59
12/3 4:00	3.73	3.12	77
12/3 5:00	4.33	3.68	77
12/3 6:00	5.36	4.58	62
12/3 7:00	8.19	6.97	36
12/3 8:00	7.69	6.57	319
12/3 9:00	1.38	1.19	351
12/3 10:00	5.58	4.84	305
12/3 11:00	3.55	3.07	320
12/3 12:00	2.10	1.81	318
12/3 13:00	2.51	2.15	4
12/3 14:00	1.98	1.67	32
12/3 15:00	2.79	2.31	282
12/3 16:00	2.89	2.32	239
12/3 17:00	1.11	0.88	208
12/3 18:00	2.96	2.31	272
12/3 19:00	4.49	3.52	6
12/3 20:00	5.14	4.02	30
12/3 21:00	5.13	3.95	28
12/3 22:00	4.05	3.13	176
12/3 23:00	4.84	3.74	178
12/4 0:00	1.31	1.02	162
12/4 1:00	1.19	0.93	134
12/4 2:00	2.17	1.74	169
12/4 3:00	2.61	2.14	64
12/4 4:00	5.04	4.22	114
12/4 5:00	7.15	6.08	131
12/4 6:00	8.11	6.92	139
12/4 7:00	1.90	1.62	172
12/4 8:00	2.20	1.88	158
12/4 9:00	1.84	1.59	139
12/4 10:00	1.86	1.61	152
12/4 11:00	3.41	2.95	143
12/4 12:00	3.67	3.16	177
12/4 13:00	4.09	3.50	179
12/4 14:00	3.43	2.90	197
12/4 15:00	1.80	1.49	219
12/4 16:00	2.08	1.68	92
12/4 17:00	1.55	1.23	25
12/4 18:00	3.03	2.36	237
12/4 19:00	7.60	5.94	237
12/4 20:00	4.79	3.75	208
12/4 21:00	1.66	1.28	175
12/4 22:00	2.24	1.73	176
12/4 23:00	5.16	3.99	175
12/5 0:00	4.91	3.81	180
12/5 1:00	2.81	2.19	154
12/5 2:00	2.79	2.22	200
12/5 3:00	4.16	3.40	229
12/5 4:00	5.28	4.41	143
12/5 5:00	5.99	5.09	101
12/5 6:00	4.34	3.69	133
12/5 7:00	1.50	1.27	140
12/5 8:00	4.14	3.54	109
12/5 9:00	2.85	2.45	155
12/5 10:00	1.74	1.50	255
12/5 11:00	1.95	1.69	212
12/5 12:00	3.74	3.22	160
12/5 13:00	2.48	2.13	140
12/5 14:00	2.54	2.14	176
12/5 15:00	2.63	2.19	263
12/5 16:00	3.98	3.21	291
12/5 17:00	1.90	1.51	79
12/5 18:00	1.34	1.05	142
12/5 19:00	1.39	1.09	176
12/5 20:00	1.26	0.99	19
12/5 21:00	2.02	1.56	357
12/5 22:00	0.95	0.73	167
12/5 23:00	1.13	0.87	166
12/6 0:00	2.59	2.01	207
12/6 1:00	1.30	1.01	144
12/6 2:00	1.89	1.50	83
12/6 3:00	1.38	1.13	166
12/6 4:00	2.00	1.67	181
12/6 5:00	4.48	3.82	154
12/6 6:00	4.00	3.41	136
12/6 7:00	4.75	4.04	143
12/6 8:00	2.97	2.54	164
12/6 9:00	8.42	7.26	149
12/6 10:00	2.94	2.54	186
12/6 11:00	2.23	1.93	158
12/6 12:00	1.72	1.48	187
12/6 13:00	1.38	1.18	176
12/6 14:00	3.04	2.57	176
12/6 15:00	5.35	4.44	135
12/6 16:00	2.34	1.89	105
12/6 17:00	3.63	2.88	207
12/6 18:00	3.53	2.76	256
12/6 19:00	3.66	2.86	289
12/6 20:00	4.28	3.34	280
12/6 21:00	1.63	1.25	273
12/6 22:00	2.13	1.64	279
12/6 23:00	1.61	1.25	266
12/7 0:00	2.52	1.95	223
12/7 1:00	2.40	1.86	195
12/7 2:00	1.64	1.31	175
12/7 3:00	1.71	1.40	143
12/7 4:00	2.18	1.83	175
12/7 5:00	3.38	2.87	222
12/7 6:00	1.49	1.27	226
12/7 7:00	2.68	2.28	213
12/7 8:00	3.39	2.90	226
12/7 9:00	2.25	1.95	274
12/7 10:00	2.32	2.02	263
12/7 11:00	1.58	1.37	31
12/7 12:00	3.14	2.71	43
12/7 13:00	3.14	2.69	180
12/7 14:00	2.42	2.05	139
12/7 15:00	2.25	1.86	64
12/7 16:00	1.46	1.18	222
12/7 17:00	1.66	1.31	155
12/7 18:00	2.21	1.73	163
12/7 19:00	2.95	2.31	160
12/7 20:00	3.58	2.80	144
12/7 21:00	1.21	0.93	130
12/7 22:00	1.90	1.47	119
12/7 23:00	2.59	2.00	274
12/8 0:00	2.34	1.82	271
12/8 1:00	2.76	2.15	243
12/8 2:00	1.11	0.89	212
12/8 3:00	1.37	1.12	164
12/8 4:00	0.93	0.78	168
12/8 5:00	1.43	1.22	172
12/8 6:00	1.78	1.52	214
12/8 7:00	6.98	5.94	220
12/8 8:00	10.29	8.80	202
12/8 9:00	14.70	12.68	177
12/8 10:00	9.92	8.59	205
12/8 11:00	5.85	5.07	211
12/8 12:00	5.73	4.94	240
12/8 13:00	3.47	2.97	246
12/8 14:00	2.01	1.70	221
12/8 15:00	2.59	2.15	219
12/8 16:00	6.58	5.30	190
12/8 17:00	7.02	5.57	173
12/8 18:00	5.91	4.62	184
12/8 19:00	4.85	3.79	182
12/8 20:00	6.31	4.94	190
12/8 21:00	5.84	4.50	220
12/8 22:00	5.31	4.11	254
12/8 23:00	2.30	1.78	259
12/9 0:00	1.44	1.12	270
12/9 1:00	1.41	1.10	279
12/9 2:00	1.20	0.96	44
12/9 3:00	2.39	1.95	53
12/9 4:00	1.77	1.47	203
12/9 5:00	1.63	1.38	111
12/9 6:00	3.42	2.92	140
12/9 7:00	4.43	3.77	88
12/9 8:00	7.91	6.76	58
12/9 9:00	9.08	7.84	4
12/9 10:00	6.47	5.60	100
12/9 11:00	2.57	2.22	139
12/9 12:00	2.81	2.43	140
12/9 13:00	4.11	3.52	183
12/9 14:00	2.18	1.84	246
12/9 15:00	1.37	1.13	141
12/9 16:00	1.52	1.22	127
12/9 17:00	1.60	1.27	64
12/9 18:00	3.74	2.92	28
12/9 19:00	1.45	1.14	25
12/9 20:00	3.17	2.48	29
12/9 21:00	7.55	5.81	48
12/9 22:00	4.59	3.55	38
12/9 23:00	6.32	4.89	20
12/10 0:00	3.63	2.81	3
12/10 1:00	4.18	3.26	357
12/10 2:00	4.07	3.24	353
12/10 3:00	3.76	3.07	3
12/10 4:00	3.54	2.96	350
12/10 5:00	3.32	2.82	44
12/10 6:00	8.68	7.40	76
12/10 7:00	7.84	6.67	132
12/10 8:00	5.46	4.67	191
12/10 9:00	1.78	1.53	143
12/10 10:00	1.81	1.57	192
12/10 11:00	2.18	1.88	233
12/10 12:00	2.70	2.32	210
12/10 13:00	2.05	1.75	55
12/10 14:00	1.91	1.62	9
12/10 15:00	2.56	2.12	19
12/10 16:00	2.89	2.33	352
12/10 17:00	1.34	1.06	279
12/10 18:00	3.59	2.81	244
12/10 19:00	3.58	2.80	27
12/10 20:00	1.94	1.52	325
12/10 21:00	1.40	1.07	262
12/10 22:00	2.48	1.92	249
12/10 23:00	3.02	2.34	245
12/11 0:00	2.22	1.72	243
12/11 1:00	1.38	1.08	234
12/11 2:00	1.46	1.17	217
12/11 3:00	1.80	1.47	237
12/11 4:00	2.02	1.69	272
12/11 5:00	2.19	1.87	267
12/11 6:00	1.81	1.54	239
12/11 7:00	4.35	3.70	213
12/11 8:00	1.84	1.57	203
12/11 9:00	1.40	1.21	278
12/11 10:00	2.96	2.56	296
12/11 11:00	2.10	1.82	280
12/11 12:00	2.84	2.45	313
12/11 13:00	1.70	1.45	353
12/11 14:00	2.27	1.92	351
12/11 15:00	4.38	3.63	13
12/11 16:00	2.97	2.39	84
12/11 17:00	9.52	7.55	88
12/11 18:00	5.55	4.34	241
12/11 19:00	4.10	3.21	14
12/11 20:00	1.60	1.25	148
12/11 21:00	1.45	1.12	150
12/11 22:00	1.77	1.37	150
12/11 23:00	1.96	1.51	93
12/12 0:00	1.87	1.44	112
12/12 1:00	2.28	1.78	349
12/12 2:00	4.18	3.34	23
12/12 3:00	5.76	4.70	64
12/12 4:00	6.85	5.73	344
12/12 5:00	5.13	4.37	177
12/12 6:00	4.92	4.19	340
12/12 7:00	3.60	3.06	227
12/12 8:00	1.87	1.60	357
12/12 9:00	1.36	1.17	358
12/12 10:00	1.73	1.50	356
12/12 11:00	2.58	2.24	308
12/12 12:00	1.47	1.27	327
12/12 13:00	1.78	1.53	66
12/12 14:00	1.26	1.06	132
12/12 15:00	3.68	3.06	208
12/12 16:00	2.05	1.66	267
12/12 17:00	2.51	2.00	274
12/12 18:00	3.66	2.86	270
12/12 19:00	3.57	2.79	264
12/12 20:00	1.61	1.26	300
12/12 21:00	1.92	1.48	315
12/12 22:00	1.57	1.21	314
12/12 23:00	1.70	1.32	122
12/13 0:00	1.51	1.17	76
12/13 1:00	1.41	1.10	335
12/13 2:00	1.64	1.31	246
12/13 3:00	2.53	2.07	101
12/13 4:00	4.16	3.48	116
12/13 5:00	4.23	3.60	105
12/13 6:00	4.24	3.61	115
12/13 7:00	5.68	4.84	53
12/13 8:00	4.40	3.76	325
12/13 9:00	5.67	4.89	316
12/13 10:00	2.77	2.40	272
12/13 11:00	2.49	2.16	253
12/13 12:00	2.14	1.85	262
12/13 13:00	2.05	1.75	246
12/13 14:00	2.64	2.23	195
12/13 15:00	2.45	2.03	247
12/13 16:00	1.72	1.39	264
12/13 17:00	2.06	1.64	260
12/13 18:00	4.19	3.27	245
12/13 19:00	4.66	3.64	281
12/13 20:00	2.89	2.26	238
12/13 21:00	1.51	1.16	296
12/13 22:00	1.60	1.23	224
12/13 23:00	1.74	1.35	201
12/14 0:00	2.28	1.77	183
12/14 1:00	3.46	2.69	163
12/14 2:00	4.05	3.23	157
12/14 3:00	3.19	2.60	153
12/14 4:00	5.08	4.25	152
12/14 5:00	3.28	2.79	131
12/14 6:00	1.82	1.55	214
12/14 7:00	2.32	1.97	171
12/14 8:00	2.59	2.22	160
12/14 9:00	2.38	2.05	168
12/14 10:00	2.10	1.82	147
12/14 11:00	1.82	1.57	191
12/14 12:00	1.80	1.55	164
12/14 13:00	3.78	3.24	173
12/14 14:00	3.71	3.14	204
12/14 15:00	2.18	1.81	295
12/14 16:00	1.95	1.57	272
12/14 17:00	1.40	1.11	221
12/14 18:00	2.17	1.70	224
12/14 19:00	4.36	3.41	227
12/14 20:00	2.29	1.79	15
12/14 21:00	1.55	1.19	65
12/14 22:00	1.55	1.20	312
12/14 23:00	2.54	1.96	328
12/15 0:00	1.68	1.31	317
12/15 1:00	2.05	1.60	9
12/15 2:00	3.30	2.63	342
12/15 3:00	3.50	2.86	304
12/15 4:00	4.03	3.38	297
12/15 5:00	4.49	3.82	301
12/15 6:00	4.27	3.65	273
12/15 7:00	2.23	1.90	225
12/15 8:00	2.20	1.88	239
12/15 9:00	1.39	1.20	237
12/15 10:00	2.17	1.87	239
12/15 11:00	2.39	2.07	82
12/15 12:00	1.17	1.01	235
12/15 13:00	1.71	1.47	312
12/15 14:00	1.91	1.61	355
12/15 15:00	7.29	6.03	306
12/15 16:00	10.26	8.27	85
12/15 17:00	11.89	9.42	63
12/15 18:00	11.14	8.71	79
12/15 19:00	7.22	5.65	63
12/15 20:00	10.07	7.88	323
12/15 21:00	5.32	4.10	258
12/15 22:00	1.54	1.19	119
12/15 23:00	4.68	3.62	95
12/16 0:00	2.87	2.23	45
12/16 1:00	1.40	1.09	107
12/16 2:00	1.47	1.17	157
12/16 3:00	1.41	1.14	205
12/16 4:00	1.45	1.22	217
12/16 5:00	2.15	1.83	209
12/16 6:00	3.19	2.72	194
12/16 7:00	1.68	1.43	237
12/16 8:00	1.97	1.68	244
12/16 9:00	2.10	1.82	286
12/16 10:00	1.68	1.45	304
12/16 11:00	1.64	1.42	222
12/16 12:00	1.94	1.67	109
12/16 13:00	1.86	1.59	133
12/16 14:00	2.21	1.87	124
12/16 15:00	2.04	1.69	120
12/16 16:00	3.91	3.16	156
12/16 17:00	1.91	1.51	179
12/16 18:00	2.33	1.82	214
12/16 19:00	2.07	1.61	141
12/16 20:00	6.80	5.32	274
12/16 21:00	3.90	3.01	255
12/16 22:00	3.44	2.66	251
12/16 23:00	3.90	3.02	287
12/17 0:00	6.71	5.20	258
12/17 1:00	4.51	3.51	279
12/17 2:00	3.00	2.40	11
12/17 3:00	1.28	1.05	60
12/17 4:00	1.71	1.43	82
12/17 5:00	2.90	2.46	73
12/17 6:00	4.37	3.72	47
12/17 7:00	6.27	5.34	345
12/17 8:00	1.53	1.31	12
12/17 9:00	1.51	1.31	333
12/17 10:00	2.39	2.07	19
12/17 11:00	3.64	3.15	55
12/17 12:00	2.65	2.29	64
12/17 13:00	2.20	1.88	45
12/17 14:00	2.78	2.35	355
12/17 15:00	2.13	1.77	360
12/17 16:00	4.88	3.94	264
12/17 17:00	5.23	4.14	148
12/17 18:00	6.89	5.38	141
12/17 19:00	3.94	3.08	129
12/17 20:00	3.42	2.68	123
12/17 21:00	1.27	0.97	106
12/17 22:00	1.88	1.45	174
12/17 23:00	4.88	3.78	223
12/18 0:00	6.15	4.77	206
12/18 1:00	5.46	4.25	160
12/18 2:00	2.24	1.79	110
12/18 3:00	1.52	1.24	96
12/18 4:00	1.77	1.48	111
12/18 5:00	2.15	1.84	105
12/18 6:00	4.64	3.95	290
12/18 7:00	1.83	1.56	291
12/18 8:00	2.26	1.93	243
12/18 9:00	1.49	1.28	325
12/18 10:00	1.97	1.71	220
12/18 11:00	1.99	1.72	204
12/18 12:00	1.88	1.63	184
12/18 13:00	2.97	2.54	98
12/18 14:00	3.30	2.79	117
12/18 15:00	3.03	2.51	141
12/18 16:00	6.60	5.32	184
12/18 17:00	4.03	3.20	24
12/18 18:00	1.98	1.55	28
12/18 19:00	1.69	1.32	33
12/18 20:00	1.66	1.30	201
12/18 21:00	2.26	1.74	158
12/18 22:00	5.95	4.60	127
12/18 23:00	4.88	3.78	120
12/19 0:00	3.15	2.45	174
12/19 1:00	1.56	1.22	159
12/19 2:00	1.92	1.53	212
12/19 3:00	2.42	1.98	193
12/19 4:00	1.90	1.58	188
12/19 5:00	1.34	1.15	155
12/19 6:00	2.61	2.23	25
12/19 7:00	4.01	3.42	312
12/19 8:00	1.62	1.38	194
12/19 9:00	8.00	6.91	118
12/19 10:00	5.81	5.03	187
12/19 11:00	5.14	4.45	345
12/19 12:00	4.34	3.74	100
12/19 13:00	2.77	2.37	276
12/19 14:00	2.86	2.41	314
12/19 15:00	9.63	7.97	303
12/19 16:00	7.71	6.23	284
12/19 17:00	7.11	5.64	315
12/19 18:00	4.94	3.86	316
12/19 19:00	2.33	1.83	195
12/19 20:00	1.68	1.31	216
12/19 21:00	3.38	2.60	235
12/19 22:00	2.98	2.31	184
12/19 23:00	2.30	1.78	174
12/20 0:00	4.00	3.10	175
